title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
Bán căn hộ sunrise centrol Nguyễn Hữu Thọ Quận 7 - 119990883,"4,8 tỷ","25, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","63,16 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,76 m²,
CHỦ ĐI ĐỊNH CƯ BÁN LẠI CĂN 3PN FULL NT GIÁ 5 TỶ TẠI RICHMOND GIÁ TỐT - 120074717,5 tỷ,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","58,14 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
BÁN GẤP CĂN HỘ STUDIO BẾP RÈM ĐÃ CÓ SỔ GIÁ CHỈ 1 TỶ 4 CÔNG CHỨNG NGAY - 111207833,"1,4 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","42,42 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,33 m²,
"Cần bán CH Conic Riverside 2PN, 2WC, 2,350 tỷ Sổ Hồng - 119887982","2,35 tỷ","Tạ Quang Bửu , Phường 7, Quận 8, Tp Hồ Chí Minh","35,61 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,66 m²,
Bán căn hộ 1PN1WC diện tích 47.3m2 chỉ 2tỷ180 liền kề Phú Mỹ Hưng Q7 - 120074291,"2,18 tỷ","Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","46,09 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,47.3 m²,
"Bán căn hộ chung cư Bông Sao P5 Q8. Có 3 căn lầu 1, lầu 8, lầu 11 - 120074282","2,2 tỷ","Đường Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh","36,67 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
"🛑Gía TỐT nhất căn 2PN 59m2 Vinhomes Q9 giá 2,2 tỷ BTP - 119921422","2,2 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","37,29 triệu/m²",2 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,59 m²,
"BÁN CĂN HỘ 2PN DIỆN TÍCH LỚN 67M2 FULL NT, BTP, ĐÃ CÓ SỔ GIÁ 2,65 TỶ - 120074073","2,65 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,67 m²,
"[H.OT] BÁN LỖ OFFICETEL 49m2 chỉ 2.290 TỶ BAO THUẾ PHÍ,CÓ SẴN HĐ THUÊ - 120074033","2,295 tỷ","Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","46,55 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,,49.3 m²,
Bán Căn Hộ Vay Không Lãi Suất Tại VIVA PLAZA Q7. Gía Rẻ Nhất Khu Vực. - 119525469,"2,34 tỷ",", 15B Đường Nguyễn Lương Bằng, phường Phú Mỹ, Quận 7, Hồ Chí Minh, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",45 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,52 m²,
Cần bán gấp Officetel Sunrise City Q7 lh : - 117273035,"1,6 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","44,44 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,Hoàn thiện cơ bản,36 m²,
Bán căn hộ 74m2 2pn2wc Full NT Đẹp giá 2ty4 bao thuế phí - 115511603,"2,4 tỷ","195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","32,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,74 m²,
Căn hộ 2 phòng ngủ 59m² giá chỉ 2ty3 sẵn sổ công chứng ngay. - 115311765,"2,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,98 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,
Bán chung cư giá tốt  Prosper. Quận 12. DT: 65m2. 2PN. Giá: 1 tỷ 9 - 118268827,"1,9 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","29,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,65 m²,
"GIỎ HÀNG ĐẶC BIỆT, GÍA GỐC CĐT, CHI 1.8TỶ/CĂN, MIỄN PHÍ QUẢN LÝ 2 NĂM - 120073477","1,8 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",60 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,30 m²,
🛑Gía TỐT đã có Sổ hồng 2PN Vinhomes Q9 giá 2.25 tỷ BTP - 119012826,"2,25 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,14 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,59 m²,
Vinhome Grand Park.Glory Heights - 120045111,"2,444 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","50,72 triệu/m²",nhiều hơn 10 phòng,,,Chưa bàn giao,Tây Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,48.2 m²,
BÁN 2PN 70M2 GIÁ 2.6 TỶ TẠI LAVITA GARDEN HỖ TRỢ VAY ĐẾN 70% - 120072827,"2,6 tỷ","30, 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","37,14 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
Căn hộ Sunview Town 57m2 Bán Gấp  [Cam kết giá thật - KHÔNG ĐĂNG ẢO] - 119573247,"1,79 tỷ","Số 8, Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","31,40 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,57 m²,
Chuyển nhượng 🐝 Căn Hộ Sunview tầng 8 - mua bán [có sổ hồng-chính chủ] - 119276617,"1,83 tỷ","Số 8, Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","32,11 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,57 m²,
Bán căn hộ Sunview Thủ Đức💐🐝 - Hỗ trợ vay Lãi suất 6.7% Cố định 3 năm - 119179159,"1,72 tỷ","Số 8, Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","33,08 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,52 m²,
"ĐÚNG GIÁ, ĐÚNG HÌNH CĂN 3PN2.8 TỶ TẠI 9 VIEW (HỖ TRỢ CHO VAY) - 120072767","2,8 tỷ","Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","32,18 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,87 m²,
Bán căn 2PN WC Masterise thanh toán 250tr nhận nhà trả dãn 2 năm tiếp. - 112876028,"4,95 tỷ",", Đường Nguyễn Xiển, Phường Long Bình, Tp. Thủ Đức, Phường Long Bình, Quận 9, Tp Hồ Chí Minh",66 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
CH 9 VIEW 2PN GIÁ 2.85 TỶ CÓ SẴN HỢP ĐỒNG CHO MỌI ĐỐI TƯỢNG - 120072685,"2,85 tỷ","Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","32,76 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,87 m²,
"🛑Chính chủ Bán nhanh căn 2PN Vinhomes full nội thất đẹp giá 2,3 tỷ - 118192018","2,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,98 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,59 m²,
Căn hộ Tecco Tham Lương Q12 2PN sổ hồng sẵn - 120072564,"1,8 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","31,03 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,58 m²,
"Bán căn hộ 2pn-2wc Saigon Mia full nội thất 3,4 tỷ bao thuế phí - 120072448","3,4 tỷ","265-197, Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","53,97 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,63 m²,
"Bán căn hộ Vinhomes 2PN giá 2,3 tỷ Nguyễn xiển quận 9 - 119918192","2,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,98 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,59 m²,
Vinhome Grand Park. Glory Heights - 120044489,"1,881 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","55,99 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,33.6 m²,
"Chung cư Thanh Nhựt P7 Q8,  2PN 2WC 67m2 SHR lâu dài , hỗ trợ NH - 120072062","1,65 tỷ",Phạm Thế Hiển,"24,63 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,67 m²,
"Chuyên giỏ hàng căn hộ M-One 1-3PN, Officetel giá tốt chỉ từ 1.69 tỷ - 120072005","3,85 tỷ","Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","41,40 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,93 m²,Căn góc
Bán Căn Hộ Ehome 1 Dương Đình Hội Quận 9 - 120071947,"1,68 tỷ","Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",35 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,48 m²,
BÁN GẤP CĂN HỘ 1PN+ 47M2  LIỀN KỀ VINCOM GIÁ CHỈ 1TỶ93 BAO THUẾ PHÍ . - 112353577,"1,93 tỷ",", Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","41,06 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,47 m²,
"DT 71,6m vuông, 1 Bếp, 1 Khách, 2 Pn, 1 Ban công, Khu ẩm thực kế bên 🎉 - 120071819","3,099 tỷ","Đường Hoàng Diệu, Phường 8, Quận 4, Tp Hồ Chí Minh","43,28 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,71.6 m²,
Chung cư Phú gia Hưng quận gò vấp diện tích 63m2 - 119446242,"2,3 tỷ","Lê Đức Thọ , Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","36,51 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,63 m²,
𝐂ậ𝐩 𝐧𝐡ậ𝐭 𝐠𝐢ỏ 𝐡à𝐧𝐠 𝐜ă𝐧 𝐡ộ 𝘽𝙇𝙊𝘾𝙆 𝙑𝙄𝙋 𝘼1 𝙍𝙀𝙑𝙀𝙍𝙎𝙄𝘿𝙀 𝐄𝐫𝐚 𝐓𝐨𝐰𝐧 Đứ𝐜 𝐊𝐡ả𝐢p - 120071493,"2,4 tỷ","D1, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","32,88 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,73 m²,Căn góc
bán căn Vinhomes Masteri Centre Point 2PN 74m2 giá 4.3 tỷ - 120071455,"4,3 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","58,11 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,74 m²,
Chung cư Thủ Thiêm Dragon loại 2PN 80m2 view sông Sài Gòn - 120071300,"4,37 tỷ","Đường Quách Giai, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","54,62 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,80 m²,
Chính chủ cần bán căn hộ The Avila 60m2 1pn Q8 - 120043535,"1,58 tỷ","Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","26,33 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,Căn góc
Bán căn hộ Topaz Elite 78m2 Full NT Đẹp 2ty780 - 115208313,"2,78 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","35,64 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,78 m²,
Bán Căn Hộ Feliz En Vista Căn Duplex 106m full nội thất  3PN - 119780362,"10,3 tỷ","Lê Hiến Mai, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","97,17 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Nội thất đầy đủ,106 m²,
3BD APPARTMENT FOR SALE 5.3B VND IN ECO GREEN. CALL NOW - 120070978,"5,3 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","55,79 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
căn hộ Bông Sao Q.8 lô A  cần bán gấp giá 2.150 tỷ - 119952624,"2,15 tỷ","Đường Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh","35,25 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
sunview town DT 57 m2 2pn 2wc nhà có số NT dính tường view đẹp - 119286879,"1,85 tỷ","Số 8, Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","32,46 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,57 m²,
"Bán căn hộ khang gia 120m nhà đẹp . 2,6 tỷ - 120070317","2,6 tỷ","7, Đường số 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","21,67 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,120 m²,
Bán chung cư Sơn Kỳ đường C2 f Sơn Kỳ Quận Tân Phú  Dt 58m 2 lầu 4 2 p - 119946174,175 tỷ,"Đường CC2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,02 tỷ/m²",2 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,58 m²,
"Cần bán gấp căn hộ 1PN 37m2 full nt , TT 297 tr nhận nhà - 110562681","1,05 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","28,38 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,1,Chung cư,Nội thất cao cấp,37 m²,
"Cập nhật rổ hàng mới nhất CH Lotus- Sen Hồng 1PN, 2PN - 113380820","1,43 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","27,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,1,Chung cư,Hoàn thiện cơ bản,52 m²,Căn góc
"Cần bán căn hộ 2PN thang toán 398 tr nhận nhà, LK Phạm Văn Đồng - 110360423","1,398 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","27,96 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,1,Chung cư,Hoàn thiện cơ bản,50 m²,
Tôi Chính chính chủ Cần bán gấp  căn 1PN 38m2 1.020 ( tổng giá) - 108601969,"1,02 tỷ","Xa Lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","26,84 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Nam,1,Chung cư,Hoàn thiện cơ bản,38 m²,
Bán căn hộ Kingston Recidence 2pn 2wc - Bank cho vay - 117798081,"4,7 tỷ","146, Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh","66,20 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,71 m²,
"Diamond Centery - Còn *** 1 căn trệt 2PN+1-DT 96m2, H.Đông Nam - 120069393","6,8 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","70,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,96 m²,
"🔥Giá tốt:Căn Diamond Centery 2PN+1 DT 96m2,view nội khu đẹp,H.Đông Nam - 120069371","6,5 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","67,71 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,96 m²,
CHÍNH CHỦ GIẢM GIÁ BÁN CĂN HỘ TRUNG TÂM THỦ THIÊM-AN KHÁNH - 116895174,"4,5 tỷ","Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","47,87 triệu/m²",3 phòng,2 phòng,Đông Bắc,Chưa bàn giao,Tây Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,94 m²,
chung cu homyland riverside ngay mặt tiên nguyễn duy trinh giá cucajw - 120069250,"3,6 tỷ","Bình Trưng Tây, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh","44,44 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,81 m²,
NGỘP BÁN CĂN GÓC CHÍNH CHỦ - 118666389,"2,87 tỷ","Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","32,99 triệu/m²",3 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,Nội thất đầy đủ,87 m²,Căn góc
Bán căn chung cư gò dầu quận Tân Phú - 120068832,"1,57 tỷ","Đường Trương Vĩnh Ký, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","41,32 triệu/m²",1 phòng,1 phòng,Bắc,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,,38 m²,
"Cần Bán Căn Hộ Sunshine Sky City ( S: 75m) NTCB - 4,1 TỶ - 120068483","4,1 tỷ","Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","54,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,75 m²,
"Bán chung cư 1ha Thủ Thiêm,phường An Phú,Quận 2 cũ.Dt:89m2. Giá:2,3 tỷ - 116309497","2,3 tỷ","Thủ Thiêm, Phường An Phú, Quận 2, Tp Hồ Chí Minh","25,84 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,89 m²,
"Thương hiệu JW Marriott- Số lượng CH hàng hiệu giới hạn, đã có sổ hồng - 118524708",28 tỷ,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","314,96 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,88.9 m²,Căn góc
Trực tiếp CĐT Masterise Giỏ hàng 1-2-3PN dự án Grand Marina - Marriott - 118523049,22 tỷ,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","349,21 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,63 m²,Căn góc
"Bán căn hộ 3PN Vincom Đồng Khởi - view nhà thờ Đức Bà, View City. - 118522209","27,5 tỷ","Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","202,65 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,135.7 m²,Căn góc
"Rổ hàng cập nhật mới, 1PN 55m2 5,5 tỷ sổ hồng, công chứng, view sông - 118517456","6,1 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","124,49 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,49 m²,Căn góc
"2PN sổ hồng bán 9.2tỷ/ 3PN 16.9tỷ 111m2 tặng toàn bộ nội thất, giá tốt - 118517412","9,2 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",92 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,100 m²,Căn góc
"Bán căn 3PN 100m2 full nội thất giá chỉ 16,8 tỷ, nội thất nhập cao cấp - 118517373","16,8 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",168 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,100 m²,Căn góc
"Căn 2PN -7,5tỷ; 3 phòng ngủ-15tỷ; 4phòng ngủ-26tỷ; 6 phòng ngủ- 48tỷ - 118517342","7,94 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","101,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,78.5 m²,Căn góc
"Chính chủ chuyển nhượng căn hộ Vinhomes Ba Son 1PN, 2PN, 3PN, 4PN - 118517310","5,5 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",110 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,50 m²,Căn góc
"Sunwah Pearl 50% nhận nhà ở ngay, phần còn lại trả góp 0,85%/tháng. - 118510932","10,9 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","102,83 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,106 m²,Căn góc
Bán căn hộ 3PN/131m2 Sunwah Pearl Bình Thạnh trả trước 50% nhận nhà - 118510744,"13,9 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","106,11 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,131 m²,Căn góc
Cần bán nhanh căn hộ Sunwah Pearl 2 PN + 1 view sông đẳng cấp - 118510648,"10,5 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","101,94 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,103 m²,Căn góc
Căn hộ Sunwah Pearl view sông saigon tuyệt đẹp - đã bàn giao nhà - 118510545,"5,9 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",100 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,59 m²,Căn góc
Chính chủ cần bán 1PN 2PN 3PN view sông đẹp.Giá *** thị trường - 118510445,"5,8 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","105,45 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,55 m²,
"HOT Deal Chỉ 5.5 tỷ nhận nhà ở ngay, t/toán giãn 5 năm, rổ hàng CĐT - 118510190","10,5 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","99,06 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,106 m²,Căn góc
"Sunwah Pearl căn góc hoa hậu view trực diện sông, hàng hiếm, 9,7 tỷ - 118510015","9,7 tỷ","Số 90, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","91,51 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,106 m²,Căn góc
Tất cả các căn hộ The Opera giá *** (2PN-13tỷ) (3PN-25 tỷ) - 118516834,"14,4 tỷ","Lô 1.16 và 1.17 , Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh","130,91 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,110 m²,Căn góc
"Giỏ hàng The Opera (1PN - 10.3tỷ) -(2PN - 13,8tỷ) -(3PN - 28tỷ) - 118516906","10,4 tỷ","Lô 1.16 và 1.17 , Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh","189,09 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,55 m²,Căn góc
Bán căn loft 300m2 The Opera Residence - Giá Update 63 tỷ all in - 118517004,64 tỷ,"Lô 1.16 và 1.17 , Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh","213,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,300 m²,Căn góc
