price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
"2,50 tỷ","Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","7,72 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,324 m²
"7,90 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","16,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,470 m²
13 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","30,30 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,429 m²
35 tỷ,"Đường Hồ Bá Phấn, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",175 triệu/m²,,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,200 m²
"16,90 tỷ","Đường Đông Thạnh 3, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","30,73 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,550 m²
"41,90 tỷ","Đường Quốc lộ 1K, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,61 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,880 m²
68 tỷ,"Đường Quốc lộ 1, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",40 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,1700 m²
200 triệu,"Số 25a, Đường Miếu Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","6,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,32 m²
100 triệu,"Đường Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",333.333 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
13 triệu,"636, Đường Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",203.125 đ/m²,Tây Nam,Giấy tờ khác,Mặt bằng kinh doanh,,64 m²
450 triệu,"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","2,25 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
8 tỷ,"Ngô Gia Tự Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh","177,78 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,45 m²
250 triệu,"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,50 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
25 tỷ,"NHÀ MẶT TIỀN, Đường Dương Đình Hội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
"14,50 tỷ","Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","31,52 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,460 m²
16 tỷ,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","63,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,251 m²
21 tỷ,"mã lò, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","110,53 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,190 m²
35 tỷ,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","55,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,630.6 m²
"10,20 tỷ","Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","121,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,84 m²
"17,50 tỷ","Đường Sông Lu, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","8,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,2000 m²
"12,50 tỷ","Đường Đình Phong Phú, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",125 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
120 triệu,"Đường số 4, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Hoàn thiện cơ bản,48 m²
50 tỷ,"An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","87,72 triệu/m²",,Đã có sổ,Officetel,,570 m²
"17,50 tỷ","Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","54,69 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,320 m²
"11,20 tỷ","Đường Gò Dưa, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","92,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,121 m²
"8,60 tỷ","Đường Số 12, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","45,26 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,190 m²
"8,20 tỷ","Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",41 triệu/m²,,Đang chờ sổ,Shophouse,,200 m²
"12,50 tỷ","Đường Bến Than, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","12,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,1000 m²
7 tỷ,"Đường Quốc lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","82,35 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,85 m²
"26,60 tỷ","An Lộc, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","67,86 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,,392 m²
"20,80 tỷ","Xô viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","157,58 triệu/m²",,Đã có sổ,Văn phòng,Nội thất cao cấp,132 m²
498 triệu,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","49,80 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10 m²
"10,80 tỷ","58, Đường Bắc Hải, Phường 6, Quận Tân Bình, Tp Hồ Chí Minh",180 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,60 m²
120 triệu,"41, Đường 385, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,96 m²
9 tỷ,"394, Điện Biên Phủ, Phường 11, Quận 10, Tp Hồ Chí Minh","84,11 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,107 m²
"8,50 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","56,67 triệu/m²",,Đang chờ sổ,Shophouse,,150 m²
"19,90 tỷ","Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","99,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"6,20 tỷ","Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","110,71 triệu/m²",,Đã có sổ,Shophouse,,56 m²
"12,80 tỷ","243, Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","177,78 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,72 m²
"19,50 tỷ","Đường Phan Đình Phùng, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","282,61 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,69 m²
97 tỷ,"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,67 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,,1500 m²
44 tỷ,"Quốc Lộ 1K, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,1500 m²
"9,80 tỷ","Đường số 11, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,141 m²
14 tỷ,"Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","97,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,144 m²
"3,20 tỷ","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","60,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,53 m²
"28,90 tỷ","42/, Đường Hoàng Diệu, Phường 13, Quận 4, Tp Hồ Chí Minh","329,91 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,87.6 m²
31 tỷ,"Số 309, Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","164,02 triệu/m²",Tây Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,189 m²
"2,50 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,25 triệu/m²",,Giấy tờ khác,Shophouse,,73 m²
68 tỷ,"382, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",68 triệu/m²,,,Văn phòng,,1000 m²
150 triệu,"Trường Sa, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","4,69 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,32 m²
390 triệu,"ĐƯỜNG CN , Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,95 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,200 m²
"1,50 tỷ","undefined, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",909.090 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1650 m²
"15,63 tỷ","Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","50,90 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,307 m²
"4,65 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","96,88 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,48 m²
400 triệu,"Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","13,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,30 m²
75 triệu,"38, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",585.937 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,128 m²
100 triệu,"Đường Dương Đình Hội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
140 triệu,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,80 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,50 m²
200 triệu,"Đường Ngô Quyền, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,52 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,132 m²
35 tỷ,Bình Mỹ,"9,17 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,3818 m²
280 triệu,"Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,59 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,78 m²
14 tỷ,"Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","189,19 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,74 m²
"8,50 tỷ","Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","47,22 triệu/m²",,Đã có sổ,Officetel,Nội thất cao cấp,180 m²
"9,80 tỷ","Đường Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","122,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,79.8 m²
40 tỷ,"NGUYEN VAN BUA, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","6,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,6000 m²
20 tỷ,"Số 203, Tôn Dật Tiên, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","74,91 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,267 m²
"6,45 tỷ","Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","161,25 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,,40 m²
"14,50 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","146,46 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,99 m²
"12,50 triệu","Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",120.192 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,104 m²
18 tỷ,", Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","54,55 triệu/m²",,Đang chờ sổ,Shophouse,Bàn giao thô,330 m²
"5,20 tỷ","Đường Tân Vĩnh, Phường 6, Quận 4, Tp Hồ Chí Minh","56,52 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,92 m²
4 tỷ,"Đường Số 11, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","70,18 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,57 m²
"4,85 tỷ","Đường Lê Thị Lơ, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","54,49 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,89 m²
21 tỷ,"Nguyễn Đình Kiên, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh",21 triệu/m²,,Đang chờ sổ,Mặt bằng kinh doanh,,1000 m²
165 tỷ,"KCN Tân Phú Trung, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","8,92 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,18500 m²
"1,60 triệu","Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",5.333 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,300 m²
"6,90 tỷ","Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","34,50 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,,200 m²
40 tỷ,"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","156,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,256 m²
"5,80 tỷ","Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","38,41 triệu/m²",Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
"14,90 tỷ","89, Đường Khiếu Năng Tĩnh, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","173,26 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,86 m²
"68,20 tỷ","Đường CN1, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",22 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,3100 m²
110 tỷ,"Đường Quốc lộ 22, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh","7,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,14000 m²
"5,56 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","36,79 triệu/m²",Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
"6,36 tỷ","An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","85,93 triệu/m²",,Đang chờ sổ,Shophouse,Bàn giao thô,74 m²
280 triệu,"Xxxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
6 tỷ,"Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","46,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,128 m²
12 tỷ,"Đường Song Hành Quốc Lộ 22, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh","136,36 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,88 m²
"8,35 tỷ",Đường Nguyễn Văn Tạo,"31,51 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,265 m²
"10,80 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh","196,36 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,55 m²
"1,50 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,2000 m²
11 tỷ,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",110 triệu/m²,Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,100 m²
7 tỷ,"Đường 6, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","145,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,48 m²
"11,90 tỷ","147, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",85 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,140 m²
"12,90 tỷ","Vườn Lài Nối Dài, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","62,02 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,208 m²
"10,19 tỷ","Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","125,80 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,81 m²
"13,80 tỷ","56, Lê tuấn mậu, Phường 13, Quận 6, Tp Hồ Chí Minh","153,33 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,90 m²
9 tỷ,"Đường Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","101,12 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,89 m²
"30,50 tỷ","Đường Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","45,19 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,675 m²
"5,54 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","135,17 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,41 m²
"9,79 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,56 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,84 m²
20 tỷ,"Thạnh Lộc, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","48,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,416 m²
250 triệu,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,39 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,180 m²
360 triệu,"Đường Tây Thạnh, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,120 m²
750 tỷ,"Đường Hai Bà Trưng, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","1,12 tỷ/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,668 m²
"21,60 tỷ","18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",54 triệu/m²,,Đã có sổ,Shophouse,,400 m²
26 tỷ,"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","245,28 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Bàn giao thô,106 m²
22 tỷ,", Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","166,67 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Bàn giao thô,132 m²
22 tỷ,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","50,23 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,Bàn giao thô,438 m²
"21,56 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","49,25 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,Bàn giao thô,437.7 m²
150 triệu,"Đường Ngô Chí Quốc, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,150 m²
80 triệu,"đường 43, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,60 m²
165 tỷ,"nguyễn cơ thạch, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","176,09 triệu/m²",,Đã có sổ,Shophouse,,937 m²
390 triệu,"Đường 3 Tháng 2, Phường 2, Quận 11, Tp Hồ Chí Minh","5,42 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,72 m²
420 triệu,"48, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,19 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,192 m²
"1,30 tỷ","Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","1,63 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,800 m²
5 triệu,"Đường Trường Sa, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",166.666 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,30 m²
"16,50 tỷ","Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,165 m²
"15,50 tỷ",Đường Minh Phụng,"344,44 triệu/m²",Đông,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,45 m²
800 triệu,"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,800 m²
